,description_short,adress,zip_code,price_cold,price_warm,rooms,area,yearbuild,url
407,Mit Charme und gutem Geschmack für Sie eingerichtet,DoraßBenjaminßPark 10 10  10245 Berlin,10245,754.0,754.0,2.0,77.0,NA,https://www.immonet.de/angebot/41670896
408,Charmante Erdgeschosswohnung - Mitten im Kiez !,Kreutziger Straße 13  10247 Berlin,10247,1394.1,1691.51,3.0,92.94,1900,https://www.immonet.de/angebot/41402624
409,3-Raum Whg für die kleine Familie,Karl-Bernau-Ring 54  14641 Nauen,14641,390.0,530.0,3.0,54.74,1988,https://www.immonet.de/angebot/41258687
410,Parkwohnanlage Birkenhaag - WBS erforderlich,Kirchhainer Damm 102  12309 Berlin,12309,515.77,NaN,2.5,70.75,1985,https://www.immonet.de/angebot/41478867
411,Tolle 3-Zimmer-Wohnung mit Dachterrasse und Blick über Berlin,Klara-Franke-Straße 21  10557 Berlin,10557,1795.0,NaN,3.0,103.57,2019,https://www.immonet.de/angebot/41237028
412,Möbliertes Design Apartment nahe Gendarmenmarkt -Maisonette-Klima-Sauna-offener Kamin-,Behrenstraße 28  10117 Berlin,10117,5981.0,NaN,5.0,225.0,2000,https://www.immonet.de/angebot/39047425
413,Nur mit WBS!!! Wohnen am Rudower Stadtrand in ruhiger Lage!,Ostburger Weg 23  12355 Berlin,12355,401.58,NaN,2.0,57.62,1973,https://www.immonet.de/angebot/28358840
414,Kleine aber feine 3 Zimmer-Wohnung,Otto-Suhr-Allee 26  10585 Berlin,10585,1197.27,1426.27,3.0,67.6,2016,https://www.immonet.de/angebot/41595393
415,DREI NETTOKALTMIETEN FREI !!!*Erstbezug nach Sanierung 3-Zimmerwohnung mit West-Balkon in Tiergarten,Berlichingenstr. 18  10553 Berlin,10553,1584.0,1884.0,3.0,126.7,1900,https://www.immonet.de/angebot/41571556
416,Möbliertes Apartment in Berlin-Dahlem,Misdroyer Str. 38  14199 Berlin,14199,1149.0,1399.0,1.0,31.9,2020,https://www.immonet.de/angebot/41018286
417,"Nur 0,73,-€qm ! Einzigartige ca1367qm Freifläche - neben dem historischen Güterbahnhof!",14163 Berlin,14163,750.0,750.0,15.0,1376.0,NA,https://www.immonet.de/angebot/41665138
418,Smarte 2-Zimmer Studiowohnung mit Einbauküche,Groß-Berliner-Damm 120  12489 Berlin,12489,840.15,NaN,2.0,59.27,2020,https://www.immonet.de/angebot/41565574
419,Barrierefreie Familienwohnung mit Terrasse!,Simon-Bolivar-Str. 17 A  13055 Berlin,13055,1149.0,1427.0,3.0,93.48,1994,https://www.immonet.de/angebot/41462069
420,Wohnen für Senioren ab 60 Jahren mit WBS für ältere Menschen,Waltroper Platz 8- 10  12207 Berlin,12207,443.37,702.37,2.0,65.38,1974,https://www.immonet.de/angebot/41579028
421,Zwischen Spree und Wuhlheide: Modernisierte 2-Zimmer-Wohnung,Klarastr. 1  12459 Berlin,12459,761.46,1011.46,2.0,74.0,1909,https://www.immonet.de/angebot/41069246
422,Einzel- und Onlinebesichtigungen möglich: 3-Zimmerwohnung mit großzügiger Terrasse und Keller,12529 Schönefeld,12529,870.0,1154.0,3.0,80.95,2020,https://www.immonet.de/angebot/41554693
423,Am Rosenanger - Wohnen mit märkischem Charme und exklusiver Ausstattung,15745 Wildau,15745,1057.03,1291.49,3.0,84.36,NA,https://www.immonet.de/angebot/38095238
424,Altlandsberg | Charmante 1-Zimmer Wohnung mit Wohnküche | 55 Quadratmeter,15345 Altlandsberg,15345,557.0,707.0,1.0,55.7,NA,https://www.immonet.de/angebot/41103484
425,Erstbezug nach Neubau!! Vollmöbliertes Studio,Lehrter Straße 24b  10557 Berlin,10557,890.0,NaN,1.0,30.0,2020,https://www.immonet.de/angebot/40602769
426,"Ein Stück Berliner Geschichte: Dachterrassen, Concierge und TG-Stellplatz",10117 Berlin,10117,4400.0,5322.5,3.0,123.0,2019,https://www.immonet.de/angebot/38414719
427,"Gemütliche 1,-Raum-Wohnung****AB SOFORT!",14641 Nauen,14641,310.0,430.0,1.0,30.0,1920,https://www.immonet.de/angebot/40853534
428,Bauträgerfreies Grundstück in Brieselang,Feuerbachstraße 1  14656 Brieselang,14656,NA,NaN,NA,NA,NA,https://www.immonet.de/angebot/41075724
429,Komplett möbliertes  1-Zimmerapartment im lebendigen Friedrichshain,10243 Berlin,10243,900.0,1200.0,1.0,48.0,NA,https://www.immonet.de/angebot/41593989
430,"PARAGON Apartments - 3 Zimmer im Erdgeschoss mit EBK, Parkett und großer Terrasse",Danziger Straße 73  10435 Berlin,10435,1619.0,1939.0,3.0,85.06,2016,https://www.immonet.de/angebot/41496472
431,Fantastic apartment with balcony & pantry,Heidestraße 19  10557 Berlin,10557,852.23,990.0,1.0,27.55,2019,https://www.immonet.de/angebot/41303066
432,Spandau:  2-Zimmer-Wohnung mit Terrasse,13591 Berlin,13591,NA,1200.0,2.0,60.0,1991,https://www.immonet.de/angebot/41235492
433,"Sonnenhöfe - 2 Zimmer mit Terrasse, EBK und Duschbad zum Januar 2021",Angerstraße 21  12529 Schönefeld,12529,779.0,1003.0,2.0,66.43,2019,https://www.immonet.de/angebot/40858145
434,Erstbezug in Friedrichshain - Ideal für Paare und Familien,Pauline-Staegemann-Str. 2  10249 Berlin,10249,1460.0,1670.0,3.0,64.86,2020,https://www.immonet.de/angebot/41599490
435,Lichtdurchflutete Dreiraumwohnung mit zwei großen Bädern und viel Platz an der Sonne!,Heidestraße 19  10557 Berlin,10557,1577.76,1859.67,3.0,93.97,2019,https://www.immonet.de/angebot/41477310
436,"Top Maisonette-Wohnung mit 127 m² Wohnfläche, Terrasse und 2 Balkonen",Manteuffelstraße 46 a  12103 Berlin,12103,2250.0,2500.0,5.0,127.0,2020,https://www.immonet.de/angebot/41465654
437,Top Zustand! Ruhig gelegene Wohnung für Familien!,Simon-Bolivar-Str. 31  13055 Berlin,13055,1059.0,1299.0,3.0,81.5,1994,https://www.immonet.de/angebot/41336514
438,Wundervolle möblierte Wohnung zwischen Potsdamer Platz und Schöneberg,Potsdamer Straße 72  10785 Berlin,10785,1270.0,1445.0,2.0,43.71,2020,https://www.immonet.de/angebot/41665914
439,Möblierte Wohnung in Kiezlage Charlottenburg,knobelsdorffstraße 44  14059 Berlin,14059,740.0,NaN,1.0,40.0,1910,https://www.immonet.de/angebot/41384858
440,- gemütliche Wohnung im ruhigen Umfeld mit neuem Laminat,Astrid-Lindgren-Platz 4 a  14822 Borkwalde,14822,470.0,600.0,2.0,56.85,1993,https://www.immonet.de/angebot/41394820
441,Unter den Linden - Furnished luxury apartment within walking distance of the Brandenburg Gate,Unter den Linden 39  10117 Berlin,10117,NA,NaN,2.0,78.0,NA,https://www.immonet.de/angebot/40489413
442,Tolle 2-Zimmer mitten in Charlottenburg!,Otto-Suhr-Allee 26  10585 Berlin,10585,979.53,1202.53,2.0,55.66,2016,https://www.immonet.de/angebot/41595397
443,WOHN T RAUM  - EFH - Alte Stellmacherei zu vermieten auf einem denkmalgeschützten Gutshof,14776 Brandenburg,14776,1285.0,1660.0,5.0,171.06,1875,https://www.immonet.de/angebot/41633079
444,Hier macht wohnen Spaß: 4-Zimmer-Wohnung,Ernst-Thälmann-Platz 13a  14641 Wustermark,14641,1279.16,1513.23,4.0,113.1,2019,https://www.immonet.de/angebot/41558632
445,Zossen - Ausbau Dachgeschossrohling mit großzügiger Dachterrasse im Erstbezug,15806 Zossen,15806,980.0,1200.0,4.0,95.0,2020,https://www.immonet.de/angebot/41604067
446,"Erstbezug nach Modernisierung, Altbauwohnung nähe Schloss-Straßen-Center",Rheinstr. 9  12159 Berlin,12159,946.12,NaN,1.5,67.58,1899,https://www.immonet.de/angebot/41592810
447,Vollständig möblierte Zweiraumwohnung an der Oberbaumbrücke !,Warschauer Straße 46  10243 Berlin,10243,1261.8,1463.69,2.0,63.09,1900,https://www.immonet.de/angebot/41168707
448,Wohnen in Charlottenburg-Wilmersdorf! 3-Zimmer Neubauwohnung mit Echtholzparkett,14199 Berlin,14199,1485.0,1789.0,3.0,89.69,2020,https://www.immonet.de/angebot/41592583
449,Schöne 2 Zimmerwohnung mit Balkon,Metzerstr. 5  13595 Berlin,13595,700.0,850.0,2.0,53.23,1902,https://www.immonet.de/angebot/41607012
450,"1-Zimmer-Wohnung - Reichenberger Straße, komplett eingerichtet! Okt+Nov",Reichenberger Straße 5  10999 Berlin,10999,690.0,850.0,1.0,41.0,1961,https://www.immonet.de/angebot/41598903
451,Sonnige Aussichten!,12623 Berlin,12623,1200.0,1450.0,3.0,99.29,2020,https://www.immonet.de/angebot/41416704
452,gemütliche 2 Zimmer-Wohnung mit Balkon!,Stellingdamm 9  12555 Berlin,12555,712.68,878.97,2.0,59.39,NA,https://www.immonet.de/angebot/41644447
453,RathausVillen - große 3 Zimmer mit Terrasse im Erstbezug,Rathausgasse 8  12529 Schönefeld,12529,1249.0,1496.47,3.0,98.99,2020,https://www.immonet.de/angebot/41256437
454,Erstbezug: Wohnen am Wasser!,Hilda-Geiringer-Weg H3_04/01 8  10557 Berlin,10557,2400.0,2719.0,3.0,107.0,2019,https://www.immonet.de/angebot/40842705
455,"""Erstbezug""- Grünes Wohnen am Rande Berlins ***großer Balkon***Lift***EBK***TG-Stellplatz***",12529 Schönefeld,12529,598.0,728.0,1.5,46.02,2020,https://www.immonet.de/angebot/41661807
456,Ruhige 3 Raumwohnung in Biesdorf,Arno-Phillipsthal-Straße 5  12683 Berlin,12683,1150.0,1470.0,3.0,81.0,2018,https://www.immonet.de/angebot/41665494
457,Noble apartment in Berlin with pantry kitchen,Heidestraße 19  10557 Berlin,10557,856.06,990.0,1.0,26.79,2019,https://www.immonet.de/angebot/41302998
458,"2x Balkon, 3 Zimmer Whg mit EBK und Tageslichtbad zum Erstbezug!!",Heidestraße 19  10557 Berlin,10557,1692.92,1989.23,3.0,98.77,2019,https://www.immonet.de/angebot/41478019
459,ruhige Wohnung sucht neuen Bewohner,Asttrid-Lindgren-Platz 7  14822 Borkwalde,14822,560.0,690.0,3.0,68.12,1993,https://www.immonet.de/angebot/41394822
460,Lichtdurchflutete Wohnung in grüner Lage!! **Tageslicht-& Wannenbad**Mietergarten**,13053 Berlin,13053,699.24,954.24,2.0,76.17,1995,https://www.immonet.de/angebot/41552737
461,"Spitzenlage! Schick möblierte, helle 2-Zimmerwohnung",Brunnenstrasse  10115 Berlin,10115,NA,1600.0,2.0,62.0,NA,https://www.immonet.de/angebot/41554833
462,möblierte 2 Zi-Wohnung mit Balkon in Tempelhof-Schöneberg,Malteserstraße 148  12277 Berlin,12277,1149.0,1357.0,2.0,63.0,2019,https://www.immonet.de/angebot/41665706
463,Gigantische Ausmaße! Familienwohnung im Dachgeschoss!,Simon-Bolivar-Str. 15 A  13055 Berlin,13055,1399.0,1741.0,6.0,115.02,1994,https://www.immonet.de/angebot/41660109
464,Schönes Singleappartment mit Balkon!,Kastanienallee 106  12627 Berlin,12627,459.0,551.0,1.0,35.69,1985,https://www.immonet.de/angebot/41279828
465,Am Rosenanger - Wohnen mit märkischem Charme und exklusiver Ausstattung,15745 Wildau,15745,1004.6,1240.18,3.0,84.92,NA,https://www.immonet.de/angebot/38044103
466,4 Zimmerwohnung kompakt und Erstbezug,14943 Luckenwalde,14943,500.0,660.0,4.0,77.0,NA,https://www.immonet.de/angebot/41592401
467,"Quartier Heidestrasse: Hier zieht die Zukunft ein mit Smart-Home, intelligentem Parkleitsystem uvm",Heidestraße / Planstraße / Dreieckplatz .  10557 Berlin,10557,1443.0,NaN,3.0,84.78,2020,https://www.immonet.de/angebot/40965106
468,"ERSTBEZUG  NEUBAU im Parkviertel Kladow,  2 Zimmer 56m², EG, Fahrstuhl, EBK,",14089 Berlin,14089,955.0,1120.0,2.0,56.0,2020,https://www.immonet.de/angebot/41046451
469,Kleine Familien finden hier ihren Platz! 3-Zimmer Neubau Wohnung,14199 Berlin,14199,1405.0,1673.0,3.0,79.33,2020,https://www.immonet.de/angebot/41592684
470,"Schöne helle möblierte 1,5-Zi-Wohnung in Zentrum von Potsdam-Babelsberg",14482 Potsdam,14482,278.12,412.0,2.0,27.0,1860,https://www.immonet.de/angebot/41567117
471,Pärchenapartment in Dachgeschoss!,Stendaler Str. 85  12627 Berlin,12627,579.0,719.0,2.0,53.98,1985,https://www.immonet.de/angebot/41279825
472,Traumhafte 3 Zimmer-Dachgeschosswohnung mit 2 Terrassen,12439 Berlin,12439,1559.01,1814.58,3.0,102.23,2020,https://www.immonet.de/angebot/41594118
473,"ZUHAUSE FÜR STUDENTEN MIT CO-WORKING SPACE 1-Zimmer-Apartment im Berliner Stadtquartier ""SÜDKREUZ"" - ***All-In-Miete***",Quartiersweg 6  10829 Berlin,10829,558.11,656.6,1.0,23.86,2020,https://www.immonet.de/angebot/41357514
474,Exklusives 2 Zimmer möblierter Altbauklassiker,10117 Berlin,10117,406.3,NaN,2.0,58.0,NA,https://www.immonet.de/angebot/41672155
475,Großzügige 2 Zi Wohnung im Industrie-Denkmal an der Spree,Ottomar-Geschke-Str. 22  12555 Berlin,12555,1218.92,1494.64,2.0,90.29,1870,https://www.immonet.de/angebot/39573359
476,Neubau: Helle 4-Zimmer-Wohnung mit gehobener Ausstattung,12439 Berlin,12439,1344.87,1593.92,4.0,99.62,2020,https://www.immonet.de/angebot/41594117
477,Traumhafte Wohnung mit Terrasse und Park in luftiger Höhe,Gabriele-Tergit-Promenade 21  10963 Berlin,10963,2100.0,2580.0,3.0,105.0,2018,https://www.immonet.de/angebot/41257543
478,"Maisonette Wohnung in Neubau-Villa mit traumhaften Blick, Garten und Wasserzugang",Hubertusstr. 7  12589 Berlin,12589,2800.0,3285.0,5.0,174.93,2019,https://www.immonet.de/angebot/41075493
479,2-Zimmer-Wohnung sucht Sie als Mieter,10437 Berlin,10437,600.0,720.0,2.0,67.0,NA,https://www.immonet.de/angebot/41663969
480,Extravagant ausgebautes Dachgeschoss mit exklusiver Dachterrasse !,Stellingdamm 3  12555 Berlin,12555,2280.0,2603.0,2.0,190.0,1905,https://www.immonet.de/angebot/41168727
481,Traumhafte Wohnung mit Wasserblick in zentraler Lage!,Hilda-Geiringer-Weg H4_06/07 9  10557 Berlin,10557,3800.0,4247.0,5.0,154.0,2019,https://www.immonet.de/angebot/38995801
482,Gemütliche Singlewohnung mit Balkon,Ringpromenade 22  16761 Hennigsdorf,16761,360.0,470.0,1.0,39.31,1996,https://www.immonet.de/angebot/41641064
483,Möbliertes Apartment in der Esplanade Residence!,Bellevuestraße 1  10785 Berlin,10785,1550.0,1977.0,2.0,64.0,2000,https://www.immonet.de/angebot/40596765
484,Neu gebaute Penthousewohnung mit traumhaften Blick über Werder (Havel)  - 1000€ Gutscheinaktion bis 31082020,Brünhildestraße 64  14542 Werder,14542,1501.0,NaN,2.0,103.49,NA,https://www.immonet.de/angebot/41134115
485,Ruhige 3-Zimmer-Maisonette-Wohnung in Berlins Scheunenviertel (Erstbezug),10115 Berlin,10115,2626.84,NaN,3.0,154.52,1892,https://www.immonet.de/angebot/40074757
486,Hochwertiger Neubau mit Wasserblick und einer Gemeinschaftsdachterrasse,Stralauer Allee 14a  10245 Berlin,10245,1250.0,1420.0,2.0,52.08,2019,https://www.immonet.de/angebot/41484708
487,Perfekt für uns: interessante 2-Zimmer-Wohnung,Ernst-Thälmann-Platz 13a  14641 Wustermark,14641,703.23,841.67,2.0,56.85,2019,https://www.immonet.de/angebot/41558770
488,Stilvolle 2-Zimmer-Wohnung im Grandaire Berlin,Voltairestraße 11  10179 Berlin,10179,1189.86,NaN,2.0,68.58,2017,https://www.immonet.de/angebot/39011806
489,Ihre Zukunft - Ihre Wohnung: praktisches 1-Zi-Appartment,Falkenseer Chaussee 199  13589 Berlin,13589,281.5,393.5,1.0,40.1,1967,https://www.immonet.de/angebot/41646947
490,"1,5-Zimmer-Wohnung in Berlin Charlottenburg ab sofort verfügbar",10711 Berlin,10711,699.0,819.0,1.5,49.0,1952,https://www.immonet.de/angebot/41431538
491,Familienfreundlicher Grundriss im Herzen von Geltow (Neubau),Auf dem Berge 9  14548 Schwielowsee,14548,1200.0,NaN,3.0,79.48,NA,https://www.immonet.de/angebot/41221531
492,RathausVillen - große 1 Zimmerwohnung mit 13 m² Balkon im Erstbezug,Rathausgasse 8  12529 Schönefeld,12529,599.0,704.45,1.0,42.18,2020,https://www.immonet.de/angebot/41256438
493,"Exclusives Loft nahe S-Bahnhof Kaulsdorf, Erstbezug nach Vollsanierung",Georgstr. 11  12621 Berlin,12621,1100.0,NaN,1.0,73.0,2020,https://www.immonet.de/angebot/41202146
494,"ERSTBEZUG! Wunderschöne Penthousewohnung in TOP-Lage! 3 Terrassen, EBK, NEUBAU!",10785 Berlin,10785,3111.0,3670.0,4.0,160.0,2019,https://www.immonet.de/angebot/41446794
495,Neues Bad und frisch gestrichen! Schöne Wohnung in Neukölln,Silbersteinstraße 139A  12051 Berlin,12051,899.0,1194.0,3.0,76.15,1994,https://www.immonet.de/angebot/40831118
496,Königstadt-Quartier: Exquisite 5-Zimmerwohnung großzügiger Terrasse,Pauline-Staegemann-Str. 2  10249 Berlin,10249,2720.0,3170.0,5.0,136.15,2020,https://www.immonet.de/angebot/41331439
497,Moderne und komfortable  2-Zimmer-Wohnung in Berlin Mitte,Voltairestraße 11  10179 Berlin,10179,1106.92,NaN,2.0,61.33,2017,https://www.immonet.de/angebot/39012069
498,Exklusive Wohnung mit großer Terrasse zwischen Stadtschloss und Oper,Niederlagstr. 5  10117 Berlin,10117,2150.0,2616.0,3.0,93.2,2016,https://www.immonet.de/angebot/41392954
499,Herrschaftliches Wohnen in der Residenz Monbijou - Forum an der Museumsinsel,10117 Berlin,10117,NA,NaN,5.0,245.0,1906,https://www.immonet.de/angebot/34894198
500,Hübsche 2-Zi-Whg mit Balkon EBK u AUFZUG Erstbezug nach Sanierung (green 44),10435 Berlin,10435,1550.0,1770.0,2.0,68.5,1918,https://www.immonet.de/angebot/41668394
501,"Spandau-Hakenfelde, 2,5 Zimmer, ruhige Lage am Spandauer Forst!",Am Forstacker 26  13587 Berlin,13587,500.92,NaN,2.1,74.36,1972,https://www.immonet.de/angebot/41617014
502,Sanierte Wohnung im denkmalgeschützen Altbau ! 2 Balkone !,Gutenbergstraße 95  14467 Potsdam,14467,1110.1,1305.0,2.0,65.3,NA,https://www.immonet.de/angebot/40510557
503,3 Zimmer - Helles und gemütliches Zuhause !!,Rosenrotweg 7  12526 Berlin,12526,902.48,1086.31,3.0,66.85,NA,https://www.immonet.de/angebot/40514908
504,Exklusive 2-Zimmerwohnung in traumhafter Lage *im Grunewald* - teilgewerbliche Nutzung,14193 Berlin,14193,1210.0,1490.0,2.0,82.0,1968,https://www.immonet.de/angebot/41106823
505,Wohnen in der beliebten City-West?! *Möbliertes Apartment*,Derfflinger Str. 22A  10785 Berlin,10785,1700.0,1950.0,3.0,90.0,2018,https://www.immonet.de/angebot/40997872
506,Great apartment in Berlin Mitte on 29m²,Heidestraße 19  10557 Berlin,10557,792.99,940.0,1.0,29.4,2019,https://www.immonet.de/angebot/41303040
507,Helle 2-Zimmer-Wohnung mit Loggia und Balkon im neuen Quartier Heidestrasse,Heidestraße / Planstraße / Dreieckplatz .  10557 Berlin,10557,1178.0,NaN,2.0,68.71,2020,https://www.immonet.de/angebot/40965102
508,Alles Neu Erstbezug,10711 Berlin,10711,1500.0,1747.59,2.0,70.74,2019,https://www.immonet.de/angebot/40315523
509,Erstbezug mit Südwest Balkon im Maximilians Quartier - Vollausstattung -,Helene-Jacobs-Straße 16  14199 Berlin,14199,1178.0,NaN,2.0,61.91,2019,https://www.immonet.de/angebot/41523481
510,Möblierte Wohnung + Einzugsfertig + Erstbezug im Neubau,Mariendorfer Weg 48  12051 Berlin,12051,1136.34,1306.34,3.0,66.03,2019,https://www.immonet.de/angebot/41517943
511,Tolles Apartment in Berlin Mitte auf 29m²,Heidestraße 19  10557 Berlin,10557,792.99,940.0,1.0,29.4,2019,https://www.immonet.de/angebot/41303068
512,Wohnen im Grünen 2 1/2 Zi Whg in gepflegter Wohnanlage in einer Grünanlage  Nähe Spandauer Arcaden,Jadeweg 11e  13581 Berlin,13581,1330.85,1583.59,2.5,73.94,1997,https://www.immonet.de/angebot/40982276
513,Erstbezug - exklusive 2-Zimmer Wohnung mit großem Sonnenbalkon,Elli-Voigt-Straße 2  16321 Bernau,16321,830.5,1029.5,2.0,75.5,2020,https://www.immonet.de/angebot/41219172
514,"Neubau am Park am Gleisdreieck, Dusch- und Wannenbad, G-WC, Einbauküche, Parkett, Balkon, Fußbodenhe",Flottwellstraße 19  10785 Berlin,10785,1271.25,NaN,3.0,84.75,2015,https://www.immonet.de/angebot/39806365
515,Traumhafte 4 Zimmer Dachgeschosswohnung mit großzüger Terrasse,12439 Berlin,12439,2053.5,2395.0,4.0,136.9,2020,https://www.immonet.de/angebot/41594121
516,Möbliertes Apartment in Berlin-Dahlem,Misdroyer Str. 38  14199 Berlin,14199,1149.0,1399.0,1.0,32.17,2020,https://www.immonet.de/angebot/41018308
517,Großzügige 3 Zimmer in den Feuerlandhöfen,Schwartzkopffstraße 7G  10115 Berlin,10115,1907.17,2161.35,3.0,98.67,2017,https://www.immonet.de/angebot/41431941
518,Mondänes Wohnen zwischen Landwehrkanal und Tiergarten!,Corneliusstraße 3  10787 Berlin,10787,1400.0,1940.0,2.0,86.0,2000,https://www.immonet.de/angebot/41379884
519,"Lofts, gerade neu modernisiert und bezugsfrei, am Rande Berlins",15711 Königs Wusterhausen,15711,839.29,NaN,1.0,80.71,1970,https://www.immonet.de/angebot/41242396
520,Exklusives Dachgeschoss in ruhiger Lage !,Stellingdamm 3  12555 Berlin,12555,1037.5,1178.6,2.0,83.0,1905,https://www.immonet.de/angebot/41168712
521,"Gut geschnittene Wohnung mit EBK, Wintergarten und Aufzug!",Janusz-Korczak-Str. 17a  12627 Berlin,12627,599.0,759.0,1.5,53.74,1999,https://www.immonet.de/angebot/41388693
522,Wohnen im Herzen Berlins - Vollmöbliertes Studio,Lehrter Straße 24b  10557 Berlin,10557,750.0,NaN,1.0,23.0,2020,https://www.immonet.de/angebot/41086932
523,Sonnenhöfe - 4 Zimmer mit großem Wohn-Essbereich und Balkon,Angerstraße 8  12529 Schönefeld,12529,1099.0,1408.0,4.0,96.44,2019,https://www.immonet.de/angebot/40194307
524,Kleine Familien aufgepasst! Lichtdurchflutete 3-Zimmer Wohnung in Berlin Schmargendorf,14199 Berlin,14199,1545.0,1856.0,3.0,91.86,2020,https://www.immonet.de/angebot/41592812
525,Kleines Reich für Singles! In Hellersdorf!,Kastanienallee 38  12627 Berlin,12627,449.0,538.0,1.0,34.38,1985,https://www.immonet.de/angebot/41206823
526,Traumhafte 3 Zimmerwohnung mit Wasserblick!,Grünauer Straße 133  12557 Berlin,12557,850.0,1110.0,3.0,95.95,1995,https://www.immonet.de/angebot/41642048
527,Wohnung zum Wohlfühlen!,Rückertstraße 9  10627 Berlin,10627,1486.52,1837.52,4.0,104.81,2014,https://www.immonet.de/angebot/41431978
