,description_short,adress,zip_code,price_cold,price_warm,rooms,area,yearbuild,url
797,"Sonniges Erdgeschoss mit grüner Terrasse! **Besichtigung: So,  2308 // 14:00 Uhr**",Fritz-Reuter-Str. 9  15344 Strausberg,15344,936.0,1171.0,3.0,80.0,2019,https://www.immonet.de/angebot/41137804
798,Barrierefreies Microapartment im neuen Linked Living - Möbliert Wohnen in Berlin Mitte,Michaelkirchstraße 21  10179 Berlin,10179,728.61,899.0,1.0,30.98,2018,https://www.immonet.de/angebot/37201459
799,Traumhafte 3-Zimmer-Wohnung mit Seeblick!,15738 Zeuthen,15738,1670.0,1930.0,3.0,123.86,NA,https://www.immonet.de/angebot/41653525
800,günstige 3 Zimmerwohnung zu vermieten,14943 Luckenwalde,14943,470.0,620.0,3.0,81.0,1920,https://www.immonet.de/angebot/39844599
801,Hochwertige 176 m² Wohnung in Mitte!,Ackerstraße 29  10115 Berlin,10115,3000.0,3450.0,2.0,176.0,2014,https://www.immonet.de/angebot/41198630
802,+++ moderne 3-Zimmer-Wohnung für Familien in Friedenau +++,Schmiljanstraße  12161 Berlin,12161,1450.0,1650.0,3.0,88.0,NA,https://www.immonet.de/angebot/41496553
803,"3- Zimmer Dachgeschosswohnung mit Bad, Dusche, Einbauküche in Kreuzberg",Oranienstr. 176  10999 Berlin,10999,944.0,NaN,3.0,75.51,1900,https://www.immonet.de/angebot/41364864
804,"Apartment 40qm, möbiliert + Hansaviertel an der Spree",Holsteiner Ufer 10  10557 Berlin,10557,650.0,775.0,1.0,40.0,1965,https://www.immonet.de/angebot/41451777
805,"(Keine Bearbeitung ohne ausgefüllten Fragebogen)3 Zimmer Wohnung - Stadtgrenze Berlin/Potsdam, EG auf bewachter Sportanlage Golf - Reiten - Multisport",14624 Dallgow-Döberitz,14624,NA,950.0,3.0,80.0,1995,https://www.immonet.de/angebot/40946942
806,Große 3  Zi Dach-Whg in gepflegter Wohnanlage in einer Grünanlage  Nähe Spandauer Arcaden,13581 Berlin,13581,1410.72,1716.54,3.0,90.24,1993,https://www.immonet.de/angebot/39657361
807,"Gestalten sie Ihr Gewerbe, Ideal als Atelier, für Ausstellungen",Potsdamer Str. 182  10783 Berlin,10783,3915.0,4828.0,3.0,NA,NA,https://www.immonet.de/angebot/41528352
808,Quartier Heidestrasse: Tolle 4-Zimmer-Wohnung mit zwei Loggien und zwei Bädern,Heidestraße / Planstraße / Dreieckplatz .  10557 Berlin,10557,2197.0,NaN,4.0,121.0,2020,https://www.immonet.de/angebot/40965097
809,2 Zimmer im 1OG,Dr.-Kron-Weg  14641 Nauen,14641,441.0,550.0,2.0,62.88,1996,https://www.immonet.de/angebot/41662248
810,Erstbezug: Wasserblick in Berlins Mitte!,Invalidenstraße H4_06/08 79  10557 Berlin,10557,4200.0,4692.0,5.0,163.0,2019,https://www.immonet.de/angebot/40814434
811,Wohnen im Grandaire mit gemeinschaftlicher Dachterrasse und Fitnessraum,Voltairestraße 11  10179 Berlin,10179,1247.16,NaN,2.0,69.1,2017,https://www.immonet.de/angebot/39011929
812,Günstiges Wohnen für Senioren (60+) - Handwerkerobjekt sucht Nachmieter,Selgenauer Weg 4  12355 Berlin,12355,218.41,323.41,1.0,36.29,1975,https://www.immonet.de/angebot/41651065
813,Schöne 3-Raum-Wohnung am Neustadt Markt *Balkon,14776 Brandenburg,14776,707.0,870.0,3.0,74.38,NA,https://www.immonet.de/angebot/41594123
814,einziehen und wohlfühlen - komfortable und lichtdurchfluetete Mietwohnung als Erstbezug,Berliner Str. 94  15537 Gosen-Neu Zittau,15537,1050.0,1235.0,3.0,91.07,2020,https://www.immonet.de/angebot/41056684
815,Sehr schöne 2 Zimmer in Berlin-Köpenick - Erstbezug im tollen Neubau,Mahlower Str. 51  12557 Berlin,12557,674.0,842.0,2.0,56.0,2020,https://www.immonet.de/angebot/41564356
816,Modern & Elegant - 3-Zimmerwohnung im Königstadt-Quartier!,Pauline-Staegemann-Str. 2  10249 Berlin,10249,1590.0,1880.0,3.0,86.55,2020,https://www.immonet.de/angebot/41599673
817,Wundervolle möblierte Wohnung zwischen Potsdamer Platz und Schöneberg,Potsdamer Straße 72  10785 Berlin,10785,1050.0,1225.0,2.0,43.55,2020,https://www.immonet.de/angebot/41665911
818,** Helle geräumige Dachgeschosswohnung **,Glashüttenring 3  15806 Zossen,15806,518.0,700.0,2.0,79.61,1936,https://www.immonet.de/angebot/41268510
819,Luckenwalde 2 Raum Wohnung,Parkstr. 13  14943 Luckenwalde,14943,442.33,581.55,2.0,69.19,NA,https://www.immonet.de/angebot/41189606
820,Sonnenhöfe - 4 Zimmer mit großem Wohn-Essbereich und Wannenbad und Duschbad,Angerstraße 6  12529 Schönefeld,12529,1049.0,1360.0,4.0,96.74,2019,https://www.immonet.de/angebot/39717628
821,Schönes Zuhause  * 2 Balkone - 3 ZiWhg - EBK *,Heidestraße 19  10557 Berlin,10557,1455.46,1709.32,3.0,84.62,2019,https://www.immonet.de/angebot/41477332
822,Stilvolle 3-Zimmer Wohnung zum Erstbezug in Spandau,Grünhoferweg 34  13581 Berlin,13581,1170.0,1436.0,3.0,88.61,2020,https://www.immonet.de/angebot/41595773
823,Gelegenheit: geräumige 3-Zimmer-Wohnung,Ernst-Thälmann-Platz 13a  14641 Wustermark,14641,1044.05,1320.69,3.0,96.1,2019,https://www.immonet.de/angebot/41558666
824,"ERSTBEZUG  NEUBAU Kladow, Dachgeschoss mit großer Terrasse 4 Zimmer 108m², 4 OG, Fahrstuhl, EBK,",14089 Berlin,14089,1840.0,2155.0,4.0,108.0,2020,https://www.immonet.de/angebot/41046383
825,Rathausvillen - 4 Zimmer Penthouse mit 50 qm Terrasse im Erstbezug,Rathausgasse 10  12529 Schönefeld,12529,1299.0,1557.7,4.0,103.48,2020,https://www.immonet.de/angebot/40536561
826,für sofort- neues Laminat sucht Bewohner,Astrid-Lindgren-Platz 3  14822 Borkwalde,14822,560.0,690.0,3.0,68.12,1993,https://www.immonet.de/angebot/41406069
827,Vom MORGENMANTEL direkt in den ARZTKITTEL! Wohnen neben der Charité!!!,Luisenstraße 51  10117 Berlin,10117,1872.6,2322.02,5.0,124.84,1996,https://www.immonet.de/angebot/41014155
828,Wohnen im LOUISE: traumhafte 2-Zimmer-Wohnung zum Erstbezug ab 01112020!,Lehnitzstraße 23 B  16515 Oranienburg,16515,670.0,825.0,2.0,54.6,2020,https://www.immonet.de/angebot/41068094
829,Ein Heim zum verlieben Erstbezug,Rosenfelder Straße 27  10315 Berlin,10315,888.44,1079.46,2.0,63.46,2020,https://www.immonet.de/angebot/41360331
830,Erstklassige 4-Zimmer-Wohnung in Spandau sucht netten Nachmieter ab 140920,13595 Berlin,13595,777.0,927.0,4.0,105.0,NA,https://www.immonet.de/angebot/41605172
831,Königstadt-Quartier - Exquisite 2-Zimmerwohnung nahe Alexanderplatz,Pauline-Staegemann-Str. 2  10249 Berlin,10249,1360.0,1590.0,2.0,66.69,2020,https://www.immonet.de/angebot/41599454
832,Dein YOUNIQ Apartment in Berlin! Jetzt buchen!,Müllerstraße 34  13353 Berlin,13353,535.92,649.0,1.0,20.56,2017,https://www.immonet.de/angebot/41636952
833,Erstbezug *90 qm! *3 Zimmer mit Terrasse und EBK*,Heidestraße 19  10557 Berlin,10557,1496.06,1768.07,3.0,90.67,2019,https://www.immonet.de/angebot/41476565
834,Entspanntes Wohnen in grüner Lage!,Ribbecker Straße 26  10315 Berlin,10315,651.0,839.0,2.0,66.03,1930,https://www.immonet.de/angebot/41632816
835,Sonnenhöfe: Platz für die ganze Familie,Aldebaranstraße 2  12529 Schönefeld,12529,999.0,1290.0,4.0,90.94,2020,https://www.immonet.de/angebot/41554673
836,Lass die Sonne in Dein Herz,Asternring 33  15745 Wildau,15745,989.52,1290.35,5.0,107.44,NA,https://www.immonet.de/angebot/41644446
837,Wohnung 1 zwei halbe Zimmer,Dahmerstr. 43  14943 Luckenwalde,14943,434.78,558.2,2.0,56.1,1920,https://www.immonet.de/angebot/41523532
838,2-Raum-Balkon-Wohnung im Zentrum Brandenburgs *Erstbezug,14776 Brandenburg,14776,687.0,874.4,2.0,68.7,NA,https://www.immonet.de/angebot/41592938
839,Erstbezug - Penthouse mit traumhaften Blick über die Spree - 1 Reihe,Ottomar-Geschke Straße 10  12555 Berlin,12555,2349.0,2763.48,3.0,123.79,2020,https://www.immonet.de/angebot/40598586
840,Möbliertes Apartment in Berlin-Dahlem,Misdroyer Str. 38  14199 Berlin,14199,1249.0,1499.0,1.0,33.21,2020,https://www.immonet.de/angebot/41018283
841,Hübsche Familienwohnung mit Balkon!,Falkenberger Chaussee 124  13057 Berlin,13057,729.0,901.0,3.0,70.74,1984,https://www.immonet.de/angebot/41545299
842,Möblierte Studio in Berlin | Kreuzberg,Urbanstraße 121  10967 Berlin,10967,778.5,927.68,1.0,25.95,1910,https://www.immonet.de/angebot/41368921
843,Erstbezug - Hochwertig ausgestattete 3-Zimmerwohnung mit Balkon und EBK!,Pauline-Staegemann-Str. 2  10249 Berlin,10249,1400.0,1640.0,3.0,72.55,2020,https://www.immonet.de/angebot/41331657
844,"Luxuriöse Designresidenz für höchste Ansprüche - Exklusives Wohnen im ""Upper Eastside Berlin""!",10117 Berlin,10117,9500.0,12495.0,6.0,462.0,2011,https://www.immonet.de/angebot/41174346
845,"2-Zimmer-Wohnung mit Smart-Home-Features, Panoramafenster und Einbauküche",Heidestraße / Planstraße / Dreieckplatz .  10557 Berlin,10557,1227.0,NaN,2.0,62.77,2020,https://www.immonet.de/angebot/40965114
846,Die Gelegenheit!- unweit des Naturschutzgebietes -2 Zimmerwohnung im DG mit großem Balkon,Mühlengraben 20  14959 Trebbin,14959,520.0,740.0,2.0,65.03,1997,https://www.immonet.de/angebot/21968102
847,2-Zimmer-Apartment BESICHTIGUNG am 27082020 von 16:30-17:00,Weißenburger Str. 22  13595 Berlin,13595,420.4,545.4,2.0,42.4,1910,https://www.immonet.de/angebot/41651112
848,Moderne Wohnung optional mit darüber gelegene DG,16761 Hennigsdorf,16761,1200.0,1400.0,4.0,110.0,NA,https://www.immonet.de/angebot/41612733
849,***SCHLOSS PETZOW am Schwielowsee*** Herrschaftliche 3-Zimmer-Wohnung mit Seeblick!,Zelterstraße 5  14542 Werder,14542,1340.38,1720.38,3.0,107.23,NA,https://www.immonet.de/angebot/39241664
850,"2 Zimmer in Potsdams höchstem Wohn- und Geschäftshaus, dem ""Plaza Tower""",Gerlachstraße 31/33  14480 Potsdam,14480,684.96,956.1,2.0,71.35,1998,https://www.immonet.de/angebot/41014158
851,Schöne 3 Raumwohnung in Hennigsdorf sucht neuen Mieter ab 192020,An der Wildbahn 18  16761 Hennigsdorf,16761,594.0,NaN,3.0,66.0,1950,https://www.immonet.de/angebot/41545351
852,Sonniger Erstbezug mit 2 Bädern,Löwenberger Straße 5  10315 Berlin,10315,1412.95,1720.93,4.0,97.445,2020,https://www.immonet.de/angebot/41534014
853,Linked Living NEU in Berlin - Möbliert Wohnen in Mitte,Michaelkirchstraße 21  10179 Berlin,10179,644.11,749.0,1.0,19.07,2018,https://www.immonet.de/angebot/40000864
854,Perfekt für mich: interessante 1-Zimmer-Single-Wohnung,Ernst-Thälmann-Platz 12a  14641 Wustermark,14641,457.94,550.38,1.0,38.45,2019,https://www.immonet.de/angebot/41558748
855,Elegant und großzügig! 4-Zimmerwohnung nahe Alexanderplatz,Pauline-Staegemann-Str. 2  10249 Berlin,10249,2175.0,2565.0,4.0,119.85,2020,https://www.immonet.de/angebot/41600907
856,Super Apartment mit Balkon & Pantry-Küche,Heidestraße 19  10557 Berlin,10557,852.77,990.0,1.0,27.45,2019,https://www.immonet.de/angebot/41302970
857,"Tadellos: Große, renovierte 'Singlewohnung' mit neuer EBK, Garage und Terrasse in Grünlage",Luchgartenweg 32 b  16515 Oranienburg,16515,586.5,751.5,2.0,69.0,1996,https://www.immonet.de/angebot/41471344
858,"Altbauwohnung mit Holzboden, Wohnküche & 2 Balkonen",13409 Berlin,13409,1480.0,1767.0,3.0,102.56,1910,https://www.immonet.de/angebot/41014165
859,Zimmer für das Wintersemester - Vorteile für Early Birds,Unter den Eichen 96 96  12205 Berlin,12205,469.0,589.0,1.0,14.0,NA,https://www.immonet.de/angebot/41235922
860,Hochwertige Stadtwohnung mit Wohlfühlcharakter!,Potsdamer Straße 10. 09 4  10785 Berlin,10785,1490.0,1830.0,2.0,85.0,2000,https://www.immonet.de/angebot/41536204
861,Moderne 3-Zimmer Wohnung mit Badewanne und Terrasse,Grünhoferweg 40  13581 Berlin,13581,1440.0,1754.0,3.0,104.52,2020,https://www.immonet.de/angebot/41593254
862,"Elegante Penthouse-Wohnung // Tageslichtbad, EBK & 2x Balkon",Heidestraße 19  10557 Berlin,10557,1750.48,2052.46,3.0,100.66,2019,https://www.immonet.de/angebot/41477401
863,Lust auf Veränderung: weitläufige 3-Zimmer-Wohnung,Ernst-Thälmann-Platz 12a  14641 Wustermark,14641,1000.26,1187.29,3.0,96.55,2019,https://www.immonet.de/angebot/41558765
864,Über den Dächern von Spandau! Traumhafte 2-Zimmer Wohnung mit Terrasse,Grünhoferweg 34  13581 Berlin,13581,860.0,1028.0,2.0,55.79,2020,https://www.immonet.de/angebot/41593147
865,Geräumige Wohnung am Waldrand!,Hubertus Straße 24 C  15537 Grünheide,15537,870.0,1070.0,3.0,87.0,1995,https://www.immonet.de/angebot/41494294
866,Linked Living NEU in Berlin - Möbliert Wohnen in Mitte,Michaelkirchstraße 21  10179 Berlin,10179,659.09,789.0,1.0,23.62,2018,https://www.immonet.de/angebot/40282355
867,Zum Genießen 3 Zi Whg EBK + 2x Balkon + Tageslichtbad zum Erstbezug!,Heidestraße 19  10557 Berlin,10557,1719.32,2017.64,3.0,99.44,2019,https://www.immonet.de/angebot/41477331
868,"Hochmoderne, vollmöblierte und zentrale Wohnung in Kreuzberg",10969 Berlin,10969,1690.0,1870.0,2.0,71.0,NA,https://www.immonet.de/angebot/41397061
869,Wohntraum im Grünen - wunderschönes Apartment am Gleisdreieck Park,10785 Berlin,10785,1600.0,2112.0,3.0,94.0,2015,https://www.immonet.de/angebot/41641109
870,RathausVillen - 42 qm 1 Zimmer Wohnung mit EBK und Balkon im Erstbezug,Rathausgasse 10  12529 Schönefeld,12529,599.0,704.45,1.0,42.18,2020,https://www.immonet.de/angebot/40536560
871,Am Rosenanger - Wohnen mit märkischem Charme und exklusiver Ausstattung,15745 Wildau,15745,1206.57,1475.95,4.0,101.82,NA,https://www.immonet.de/angebot/38487789
872,Neubauwohnung zur Miete inkl Einbauküche und PKW-Stellplatz,14641 Nauen,14641,613.41,736.09,2.0,53.34,2020,https://www.immonet.de/angebot/41183812
873,Ruhige 3-Zimmer-Maisonette-Wohnung in Berlins Scheunenviertel (Erstbezug),10115 Berlin,10115,2458.41,NaN,3.0,144.61,1892,https://www.immonet.de/angebot/40074760
874,Klassich Modernes Wohnen in Bestlage Bleibtreustraße nahe Kudamm,Bleibtreustraße 25a  10707 Berlin,10707,2300.0,NaN,3.0,111.4,2017,https://www.immonet.de/angebot/41400946
875,Exklusive Wohnung mit Top-Küche,Nussbaumallee 14  14050 Berlin,14050,1583.4,NaN,3.0,109.2,NA,https://www.immonet.de/angebot/40208299
876,Großartige 4-Zimmer-Wohnung mit 2 Bädern und Balkon,Klara-Franke-Straße 21  10557 Berlin,10557,1825.0,NaN,4.0,126.82,2019,https://www.immonet.de/angebot/39354605
877,Exklusiver Neubau mit idyllischer Terrasse !,Gutenbergstraße 94  14467 Potsdam,14467,1094.8,1287.0,2.0,64.4,NA,https://www.immonet.de/angebot/40314393
878,Wir bauen für Sie! Traumhafte 2 Raumwohnung in Lichtenberg wartet zum 01112020 auf Sie!,Charlottenstr. 19  10315 Berlin,10315,735.84,NaN,2.0,53.0,2020,https://www.immonet.de/angebot/41652638
879,Erstvermietung: hochwertige Wohnungen in Spreenähe,Flutstraße 6  12439 Berlin,12439,1142.09,1480.0,3.0,95.02,2019,https://www.immonet.de/angebot/41294269
880,"Neue Wohnung, neues Glück! Ansprechende 1-Zi-Single-Wohnung",Ernst-Thälmann-Platz 12a  14641 Wustermark,14641,472.58,565.87,1.0,38.05,2019,https://www.immonet.de/angebot/41558755
881,Residenz Monbijou: Herrschaftlich Wohnen am Weltkulturerbe!,10117 Berlin,10117,NA,NaN,5.0,245.0,1906,https://www.immonet.de/angebot/41141752
882,Geräumiges Pärchen-Apartment in Helle-Mitte!,Fritz-Lang-Straße 3  12627 Berlin,12627,619.0,857.0,2.0,68.04,1997,https://www.immonet.de/angebot/41632971
883,"ZUHAUSE FÜR ÜBERFLIEGER MIT BOULDERWAND Moderne 3-Zi-Penthousewhg im Berliner Stadtquartier ""SÜDKREUZ""",Tempelhofer Weg 44  10829 Berlin,10829,1435.07,1655.85,3.0,78.85,2020,https://www.immonet.de/angebot/41655177
884,Altbauwohnung sucht Mieter,Poststr. 43  16227 Eberswalde,16227,310.0,405.0,2.0,44.0,1927,https://www.immonet.de/angebot/41517127
885,Zwei Balkone mit besten Aussichten 3 Zi auf 87 m² in bester Lage zum Erstbezug!,Heidestraße 19  10557 Berlin,10557,1450.44,1705.8,3.0,85.12,2019,https://www.immonet.de/angebot/41477319
886,"Altbaucharme trifft Moderne -Penthouse im ,,Geisberg""-Erstbezug!",Geisbergstraße 6  10777 Berlin,10777,4360.0,4980.0,4.0,172.0,2020,https://www.immonet.de/angebot/40802750
887,"EXKLUSIVES DACHGESCHOSS, ZENTRAL UND WASSERNAH!",August Bebel Straße 17a  15344 Strausberg,15344,1878.0,2233.66,3.0,197.59,2019,https://www.immonet.de/angebot/40605628
888,Stylische Studentenapartments in Kreuzberg | Staytoo Apartments,Dudenstraße 80  10965 Berlin,10965,599.0,699.0,1.0,20.0,2018,https://www.immonet.de/angebot/37282479
889,Wohnen in prächtiger Beletage,14469 Potsdam,14469,2275.0,2820.0,4.0,182.0,1911,https://www.immonet.de/angebot/41381280
890,"Maximilians Quartier 3 Zimmer Erdgeschoß, der erste Monat ist kostenlos",Helene-Jacobs-Straße  14199 Berlin,14199,1400.0,1700.0,3.0,84.64,2020,https://www.immonet.de/angebot/40143930
891,Ausreichend Platz und ein Blick ins Grüne für Mieter mit gehobenen Ansprüchen,Am Lückefeld 25  15831 Mahlow,15831,794.43,NaN,2.0,61.11,2020,https://www.immonet.de/angebot/40502529
892,"Wohnung in einem Zweifamilienhaus/ Vierseitenhof,  Bauernhof mit Pferdepension",Dorfaue 74  16727 Oberkrämer,16727,1200.0,1250.0,4.0,150.0,1900,https://www.immonet.de/angebot/41656538
893,Sanierte Einraumwohnung im Grünen !,Stellingdamm 2  12555 Berlin,12555,641.55,714.26,1.0,42.77,1900,https://www.immonet.de/angebot/41168613
894,Vollmöbilierte 2-Zimmer Wohnung mit Garten in Friedrichshain-Kreuzberg,Alt-Stralau 5  10245 Berlin,10245,1544.0,1762.0,2.0,72.64,NA,https://www.immonet.de/angebot/41665262
895,Oranienburg 1 Zimmer- Apartmentanlage,16515 Oranienburg,16515,330.0,390.0,1.0,30.0,2020,https://www.immonet.de/angebot/41536561
896,Saniertes Singleappartment in Köpenick !,Stellingdamm 2  12555 Berlin,12555,600.0,668.0,1.0,40.0,1900,https://www.immonet.de/angebot/41168608
897,"günstige Wohnung in ""fast"" Zentrumsnähe",Kemnitzer Str. 45  14542 Werder,14542,400.0,510.0,1.0,42.51,1995,https://www.immonet.de/angebot/41530120
898,"ZUHAUSE FÜR KOMFORTLIEBENDE MIT E-MOBILITÄT Moderne 3-Zi-Whg im Berliner Stadtquartier ""SÜDKREUZ""",Gotenstraße 53  10829 Berlin,10829,1460.98,1669.7,3.0,74.5,2020,https://www.immonet.de/angebot/41447510
899,Hochwertige 4-Zi Whg mit Garage in Berlin-Johannisthal - Erstbezug,Herweghstr. 9  12487 Berlin,12487,1310.0,NaN,4.0,93.4,2020,https://www.immonet.de/angebot/41273199
900,"Exklusive, sanierte 2-Zimmer-Wohnung mit Einbauküche in Kreuzberg, Berlin",10997 Berlin,10997,980.0,1300.0,2.0,52.79,1904,https://www.immonet.de/angebot/41349791
901,Komfortable 3-Zimmer-Wohnung mit 2 Bädern und Terrasse,Klara-Franke-Straße 21  10557 Berlin,10557,1875.0,NaN,3.0,117.23,2019,https://www.immonet.de/angebot/39354608
902,Sonnenhöfe - helle 2 Zimmer im Erstbezug zum Januar 2021,Angerstraße 21  12529 Schönefeld,12529,689.0,877.0,2.0,54.44,2019,https://www.immonet.de/angebot/40858144
903,"[Befristet auf 3 Jahre] - Stilvolle, geräumige und modernisierte 3-Zimmer-Wohnung teilmöbiliert mit Balkon, EBK und Aufzug in Toplage in Berlin-Mitte",10117 Berlin,10117,1558.26,1848.26,3.0,115.91,1920,https://www.immonet.de/angebot/41383183
904,"bright designer 2 bedroom, fully furnished incl weekly cleaning",Dunckerstr. 22  10437 Berlin,10437,NA,1980.0,3.0,74.0,1910,https://www.immonet.de/angebot/41471931
905,"ERSTBEZUG! Sonnige Familien-DG-Whg!**Besichtigung: So,  2308 // 14:00 Uhr**",Fritz-Reuter-Str. 8  15344 Strausberg,15344,1419.0,1776.5,5.0,129.0,2019,https://www.immonet.de/angebot/41103649
906,Erstbezug mit 360° Dachterrasse und traumhaftem Blick!,"Behmstraße, WE49 77  10439 Berlin",10439,3459.52,3914.72,3.0,182.0,2019,https://www.immonet.de/angebot/39995814
907,Da kommt man gern Heim praktische 1-Zimmer-Single-Wohnung,Ernst-Thälmann-Platz 12a  14641 Wustermark,14641,453.56,546.85,1.0,38.05,2019,https://www.immonet.de/angebot/41558764
908,"Helle, schöne und modernisierte  3-Zimmerfamilienwohnung in Lichtenrade (Kein WBS)",Richard-Tauber-Damm 47  12277 Berlin,12277,900.0,1200.0,3.0,84.0,1975,https://www.immonet.de/angebot/41604909
909,Stilvolle Wohnung mit 2 Balkonen zum Erstbezug,Nesselweg 17  13158 Berlin,13158,1280.0,1570.0,3.0,95.22,2020,https://www.immonet.de/angebot/41660605
910,Große und helle Wohnung für die ganze Familie!!,12051 Berlin,12051,2504.74,3026.56,3.0,173.94,1917,https://www.immonet.de/angebot/40535446
911,Click Book Live: Vollmöbliertes Single-Studio in Kreuzberg,Köpenicker Straße 43  10179 Berlin,10179,538.0,715.0,1.0,19.34,2014,https://www.immonet.de/angebot/39278111
912,Lernen im Grünen! 1-Zimmer Apartment nahe der Universität Potsdam,Taubenbogen 2  14476 Potsdam,14476,320.0,428.0,1.0,20.87,2019,https://www.immonet.de/angebot/41595083
913,HELLE MODERNISIERTE ALTBAUWOHNUNG MIT FISCHGRÄTPARKETT,Nonnendammallee 95  13629 Berlin,13629,1125.0,1350.0,3.0,102.35,1918,https://www.immonet.de/angebot/41640454
914,Provisionsfrei zu vermieten - Sehr schöne komplett sanierte geräumige Erdgeschoss Wohnung in Berlin - Buckow,Heideläuferweg 97  12353 Berlin,12353,1477.0,1917.0,3.0,118.17,1996,https://www.immonet.de/angebot/41667373
915,Exclusive  villa in the classy  Grunewald!   *fully furnished*,Auguste-Viktoria-Str. 79  14193 Berlin,14193,9500.0,10400.0,7.0,400.0,1903,https://www.immonet.de/angebot/41464291
916,"Helles Dachgeschoss mit toller Aussicht; 4 Zimmer, Terrasse; Erstbezug!",Rothenburgstraße 44  12163 Berlin,12163,1650.0,NaN,4.0,103.33,2020,https://www.immonet.de/angebot/41665172
917,3 Zimmer in ruhiger und grüner  Wohnlage!,Wackenbergstr. 29  13156 Berlin,13156,1000.0,1199.0,3.0,74.95,1994,https://www.immonet.de/angebot/41565246
918,3-Zimmer am grünen Schlosspark inkl Stellplatz,Heubnerweg 9  14059 Berlin,14059,1930.0,2122.97,3.0,93.2,2018,https://www.immonet.de/angebot/41652846
919,Attraktive 2-Zimmer Wohnung mit moderner Einbauküche und Balkon,Grünhoferweg 40  13581 Berlin,13581,940.0,1143.0,2.0,67.66,2020,https://www.immonet.de/angebot/41595742
920,"Wohnen wo andere Urlaub machen, im Herzen von Geltow (Neubau)",Auf dem Berge 9  14548 Schwielowsee,14548,980.0,NaN,3.0,64.86,NA,https://www.immonet.de/angebot/41221524
921,Smarte Studiowohnung mit Einbauküche in Adlershof,Groß-Berliner-Damm 120 a  12489 Berlin,12489,901.77,NaN,2.0,66.29,2020,https://www.immonet.de/angebot/41565563
922,Großzügige 4-Zimmer Wohnung in familienfreundlicher Lage,Grünhoferweg 32  13581 Berlin,13581,1270.0,1672.0,4.0,110.72,2020,https://www.immonet.de/angebot/41593430
923,"THE alternative to the hotel !! Pretty, fully furnished 3 room apartment with balcony",Idastraße 3  13156 Berlin,13156,850.0,1070.0,3.0,95.1,1980,https://www.immonet.de/angebot/39585690
924,Großstadtflair in exzellenter Lage!,Rudolph-von-Gneist-Gasse 07/10 4  10785 Berlin,10785,1650.0,2070.0,3.0,93.0,1998,https://www.immonet.de/angebot/40121189
925,Luxuriöse Wohnungen mit direkter Wasserlage in Berlins Zentrum!,Hilda-Geiringer-Weg H3_06/08 4  10557 Berlin,10557,1650.0,1866.0,2.0,73.0,2019,https://www.immonet.de/angebot/41079906
926,Modernisiertes Familienappartement mit Aufzug und Terrasse!,Fritz-Lang-Straße 3  12627 Berlin,12627,769.0,1066.0,3.0,84.77,1997,https://www.immonet.de/angebot/41415903
927,"Möblierte 2 Zimmer Wohnung auf 60,75 m² Hier ist man zuhause!",10555 Berlin,10555,473.24,843.24,2.0,60.75,1962,https://www.immonet.de/angebot/41592216
928,"3 Zi Whg inkl Tageslichtbad, EBK, 2x Balkon zum Erstbezug!",Heidestraße 19  10557 Berlin,10557,1648.43,1934.45,3.0,95.34,2019,https://www.immonet.de/angebot/41477329
929,"Nur 0,83,-€qm ! Einzigartige ca3016qm Freifläche - neben dem historischen Güterbahnhof!",14163 Berlin,14163,1200.0,1200.0,15.0,3016.0,NA,https://www.immonet.de/angebot/41665137
930,"Saniertes, geräumiges Familienapartment mit Balkon!",Stendaler Str. 87  12627 Berlin,12627,669.0,839.0,3.0,69.86,1985,https://www.immonet.de/angebot/41206829
931,sehr schönes wohnen am wasser mit blick auf den berliner dom 11,10178 Berlin,10178,3058.6,3871.0,4.0,203.1,2005,https://www.immonet.de/angebot/41621047
932,Ruhiges 1-Zimmer-Apartment in einem Haus mit altberliner Charme,Gottschalkstr. 19  13359 Berlin,13359,363.0,412.5,1.0,33.0,1912,https://www.immonet.de/angebot/41591186
933,2 Zimmer Wohnung Möbiliert mit EBK zur Untermiete in Berlin Reinickendorf,13509 Berlin,13509,850.0,900.0,2.0,54.0,NA,https://www.immonet.de/angebot/41638813
934,Exklusive  Stadt-Villa im edlen Grunewald!   *voll möbliert*,Auguste-Viktoria-Str. 79  14193 Berlin,14193,9500.0,10400.0,7.0,400.0,1903,https://www.immonet.de/angebot/41464294
935,Helle Familienwohnung mit Balkon und Badewanne!,Havelländer Ring 37  12629 Berlin,12629,659.0,838.0,3.0,68.93,1985,https://www.immonet.de/angebot/41517109
936,Möbliertes Apartment in Berlin-Dahlem,Misdroyer Str. 38  14199 Berlin,14199,1249.0,1499.0,1.0,31.8,2020,https://www.immonet.de/angebot/41018285
937,Exklusive Penthousewohnung im Erstbezug nach Fertigstellung im August 2020 ab sofort zu vermieten,Heubnerweg 9  14059 Berlin,14059,2000.0,2240.0,3.0,92.0,2020,https://www.immonet.de/angebot/41533321
938,Einzelbesichtigungen möglich: Charmante 3-Zimmerwohnung mit Badewanne und Dusche + KELLER,Aldebaranstraße 6  12529 Schönefeld,12529,865.0,1122.0,3.0,72.35,2020,https://www.immonet.de/angebot/41554676
