base_rent,qm,plz,street,rent_per_qm,data_set
985,64,14059,Spandauer Damm,15.39,immoscout
610,30.49,12555,Lindenstra&szlig;e,20.01,immoscout
1237,84.25,12305,Lintruper Str.,14.68,immoscout
2794.08,174.63,10711,Damaschkestra&szlig;e,16.00,immoscout
1478.7,82.15,10557,Heidestra&szlig;e,18.00,immoscout
1164,93.15,14129,Matterhornstra&szlig;e,12.50,immoscout
3250,216.17,10965,Kopischstr.,15.03,immoscout
638,22,12051,Silbersteinstra&szlig;e,29.00,immoscout
2199,143.13,10551,Wilhelmshavener Str.,15.36,immoscout
1443.28,90.21,10315,Rosenfelder Ring,16.00,immoscout
1258.06,88.29,10315,Rosenfelder Ring,14.25,immoscout
1088.26,65.96,10315,Rosenfelder Ring,16.50,immoscout
2490,100.7,10435,no_information,24.73,immoscout
3265.42,143.54,10179,Voltairestra&szlig;e,22.75,immoscout
450,55,12247,no_information,8.18,immoscout
692,72.23,13086,Lehderstra&szlig;e,9.58,immoscout
655.8,74.45,13125,Hofzeichendamm,8.81,immoscout
1216.8,81.12,13409,Reginhardstr.,15.00,immoscout
963.5,64.24,13409,Reginhardstr.,15.00,immoscout
1420,57.19,10963,no_information,24.83,immoscout
1216.8,81.12,13409,Reginhardstr.,15.00,immoscout
1147.95,76.53,13409,Reginhardstr.,15.00,immoscout
1912.54,136.61,10627,Windscheidstra&szlig;e,14.00,immoscout
790,76,13591,Metropolitan Park,10.39,immoscout
1986,153,10365,Im Lindenhof,12.98,immoscout
1142.87,99,12555,Ottomar Geschke Strasse,11.54,immoscout
1164.84,68.52,10967,Hasenheide,17.00,immoscout
1565.03,82.37,10967,Hasenheide,19.00,immoscout
1600,95,14193,no_information,16.84,immoscout
2173.44,135.84,10249,Richard-Sorge-Stra&szlig;e,16.00,immoscout
710,18,10785,Linkstra&szlig;e,39.44,immoscout
690,15,10785,Linkstra&szlig;e,46.00,immoscout
690,16,10785,Linkstra&szlig;e,43.13,immoscout
805.31,73.21,12047,Reuterstr.,11.00,immoscout
780,19,10785,Joseph-von-Eichendorff-Gasse,41.05,immoscout
333.59,51.48,13589,Schwanter Weg,6.48,immoscout
840,20,10785,Joseph-von-Eichendorff-Gasse,42.00,immoscout
800,16,10785,Joseph-von-Eichendorff-Gasse,50.00,immoscout
2300,180,10829,Czeminskistra&szlig;e,12.78,immoscout
366.05,37,14109,Sch&auml;ferstr.,9.89,immoscout
760,63,13125,Wiltbergstr.,12.06,immoscout
2172,148.71,14195,no_information,14.61,immoscout
863.62,74.5,12526,Glienicker Stra&szlig;e,11.59,immoscout
1676.91,87.43,10557,Heidestra&szlig;e,19.18,immoscout
2900,127.37,10439,Paul-Robeson-Str.,22.77,immoscout
640,10,10557,Klara Franke Stra&szlig;e,64.00,immoscout
2597,133.19,10117,Kommandantenstra&szlig;e,19.50,immoscout
1184,74.31,10407,K&auml;the-Niederkirchner-Sra&szlig;e,15.93,immoscout
1899,110,10965,Dudenstra&szlig;e,17.26,immoscout
2027,144.84,10317,Georg-L&ouml;wenstein-Str.,13.99,immoscout
2550,161,10999,Paul-Lincke-Ufer,15.84,immoscout
1650,108,10555,Alt Moabit,15.28,immoscout
2575,142,10555,Alt Moabit,18.13,immoscout
1710,85.5,10179,Stallschreiberstra&szlig;e,20.00,immoscout
1122.27,64.13,10557,Lehrter Stra&szlig;e,17.50,immoscout
3200,240,10785,L&uuml;tzowstr.,13.33,immoscout
670.38,48.15,12435,Karl-Kunger-Stra&szlig;e,13.92,immoscout
2505.75,66.82,14129,Pfeddersheimer Weg,37.50,immoscout
1023.23,82.16,12526,Glienicker Stra&szlig;e,12.45,immoscout
861.06,61.42,12526,Glienicker Stra&szlig;e,14.02,immoscout
445.42,61.95,10585,Otto-Suhr-Allee,7.19,immoscout
640,13,10557,Klara Franke Stra&szlig;e,49.23,immoscout
2548,260,10247,Proskauer Str.,9.80,immoscout
1458.42,100.65,12051,Mariendorfer Weg,14.49,immoscout
1100,100,12589,no_information,11.00,immoscout
2400,112,10965,Friesenstra&szlig;e,21.43,immoscout
1800,48,10405,Prenzlauer Allee,37.50,immoscout
1200,37,10405,Prenzlauer Allee,32.43,immoscout
1799.98,76.34,10969,Zimmerstra&szlig;e,23.58,immoscout
2575,103,10245,no_information,25.00,immoscout
1299,73.41,10439,Paul-Robeson-Strasse,17.70,immoscout
1562,97.62,10963,Stresemannstra&szlig;e,16.00,immoscout
1799,95.8,10179,Stallschreiberstra&szlig;e,18.78,immoscout
2557.8,121.9,10117,Vo&szlig;stra&szlig;e,20.98,immoscout
1500,73,12045,Sonnenallee,20.55,immoscout
1700,84,10785,L&uuml;tzowstr,20.24,immoscout
1399,106,10115,no_information,13.20,immoscout
1230,43,10249,Friedenstr.,28.60,immoscout
2250,116,10117,Claire-Waldoff-Strasse,19.40,immoscout
998.66,92.64,13467,Kurhausstra&szlig;e,10.78,immoscout
2410.29,123.08,10115,Schwartzkopffstra&szlig;e,19.58,immoscout
1890,101.38,10587,Wilhelm-Caspar-Wegely-Platz,18.64,immoscout
1200,73,12045,Weserstra&szlig;e,16.44,immoscout
1149,95.86,12489,Gross-Berliner-Damm,11.99,immoscout
1195.04,75.16,10117,Luisenstra&szlig;e,15.90,immoscout
1475,140.59,12307,Klausdorfer Weg,10.49,immoscout
289.72,38,12357,Distelfinkweg,7.62,immoscout
285.74,38,10963,Wilhelmstr.,7.52,immoscout
795,80.28,12349,Alt-Buckow,9.90,immoscout
718.85,91,12353,Heidel&auml;uferweg,7.90,immoscout
330,39,13088,Meyerbeerstra&szlig;e,8.46,immoscout
4000,152.7,10179,Alte Jakobstr.,26.20,immoscout
920,70,12487,Herweghstrasse,13.14,immoscout
910,70,14089,no_information,13.00,immoscout
2227.5,165,10367,no_information,13.50,immoscout
1335,76.21,10245,Boxhagener Stra&szlig;e,17.52,immoscout
679.59,75.51,12349,Parksiedlung Spruch,9.00,immoscout
780.5,62.44,13125,Hofzeichendamm,12.50,immoscout
533.97,59.33,12349,Parksiedlung Spruch,9.00,immoscout
876.4,97,12305,Grimmstr.,9.04,immoscout
549.98,59,12207,Akazienstr,9.32,immoscout
704,88,10367,Rathausstra&szlig;e,8.00,immoscout
500,22.25,10825,Wexstra&szlig;e,22.47,immoscout
248,31,10367,Rathausstra&szlig;e,8.00,immoscout
665.03,83,13585,Sch&ouml;nwalder Stra&szlig;e,8.01,immoscout
1735,118,10245,Boxhagener Stra&szlig;e,14.70,immoscout
1368,76,10825,Kufsteiner Str.,18.00,immoscout
980,75,10365,Im Lindenhof,13.07,immoscout
912,48,12489,no_information,19.00,immoscout
608.58,67.62,12349,Parksiedlung Spruch,9.00,immoscout
1250,108.13,12524,Keltensteig,11.56,immoscout
970.88,52.48,10178,Berolinastr.,18.50,immoscout
647,42.8,10245,no_information,15.12,immoscout
735,74,12559,Salvador-Allende-Str.,9.93,immoscout
579,60,12559,Salvador-Allende-Str.,9.65,immoscout
579,60,12559,Salvador-Allende-Str.,9.65,immoscout
1600,86.4,10179,Stallschreiberstra&szlig;e,18.52,immoscout
2150,190,14129,Normannenstr.,11.32,immoscout
538,19,10179,K&ouml;penicker Stra&szlig;e,28.32,immoscout
1711.35,95.34,10557,Heidestra&szlig;e,17.95,immoscout
2131.1,122.83,10557,Heidestra&szlig;e,17.35,immoscout
1775,99.44,10557,Heidestra&szlig;e,17.85,immoscout
1050.25,56.25,10555,Bachstra&szlig;e,18.67,immoscout
1602,89,14195,no_information,18.00,immoscout
1550.88,116,10367,Bleckmannweg,13.37,immoscout
1094.73,84.21,12527,Am Ruderverein,13.00,immoscout
595,23.08,10715,Wexstra&szlig;e,25.78,immoscout
1322.24,82.64,14109,Sch&auml;ferstra&szlig;e,16.00,immoscout
2700,198,13189,Thulestr.,13.64,immoscout
1033.35,46.97,10315,Einbecker Str.,22.00,immoscout
869,90,13437,Schmitzweg,9.66,immoscout
2850,165,10119,Linienstra&szlig;e / Ecke Alte Sch&ouml;nhauser Str.,17.27,immoscout
841.8,36.6,10245,Simplonstr.,23.00,immoscout
2610,127.66,10179,Neue Ro&szlig;stra&szlig;e,20.44,immoscout
550,45.25,12209,Asternplatz,12.15,immoscout
428.29,64.02,13589,Hinter den G&auml;rten,6.69,immoscout
925,66,12051,Mariendorfer Weg,14.02,immoscout
1761.17,90.06,10787,L&uuml;tzowufer,19.56,immoscout
1266.6,66.4,10787,L&uuml;tzowufer,19.08,immoscout
850,30,10405,Jablonskistra&szlig;e,28.33,immoscout
349.58,43,12309,Gro&szlig;-Ziethener-Stra&szlig;e,8.13,immoscout
787,63,13589,Griesinger Stra&szlig;e,12.49,immoscout
653.14,75.16,13129,Bahnhofstra&szlig;e,8.69,immoscout
289.72,38,12357,Distelfinkweg,7.62,immoscout
2200,150,10439,Finnl&auml;ndische Str.,14.67,immoscout
2350,118,10629,no_information,19.92,immoscout
1636.65,109.11,10245,Boxhagenerstra&szlig;e,15.00,immoscout
570,28.89,10178,Alex-Wedding Stra&szlig;e,19.73,immoscout
585,25.05,13347,Gerichtstrasse,23.35,immoscout
826,39.55,10178,Wadzeckstra&szlig;e,20.88,immoscout
2570,156.68,10785,Rudolf-von-Gneist-Gasse,16.40,immoscout
1990,125.49,10785,Br&uuml;der-Grimm-Gasse,15.86,immoscout
1297,114,12247,Mozartstra&szlig;e,11.38,immoscout
2575,142,10555,Alt Moabit,18.13,immoscout
449,20.3,13089,Tino-Schwierzina-Str.,22.12,immoscout
459,20.3,13089,Tino-Schwierzina-Str.,22.61,immoscout
900.1,35.16,10827,Hauptstra&szlig;e,25.60,immoscout
1580,103.12,10439,no_information,15.32,immoscout
464.17,66.31,12629,Kyritzer Str.,7.00,immoscout
950,68,12621,no_information,13.97,immoscout
1641,126,10365,Im Lindenhof,13.02,immoscout
1133.65,64.78,10557,Heidestra&szlig;e,17.50,immoscout
1157.11,66.31,10557,Heidestra&szlig;e,17.45,immoscout
3008.15,170.45,10178,Rathausstra&szlig;e,17.65,immoscout
1158.84,66.6,10557,Heidestra&szlig;e,17.40,immoscout
1180,56,10115,Tieckstra&szlig;e,21.07,immoscout
880,56.7,12555,Bahnhofstra&szlig;e,15.52,immoscout
1490,99.4,12555,Bahnhofstra&szlig;e,14.99,immoscout
1365,70,10115,Chausseestr.,19.50,immoscout
2100,140.16,10555,Essener Stra&szlig;e,14.98,immoscout
1929,106.98,10179,Melchiorstra&szlig;e,18.03,immoscout
5981,225,10117,Behrenstra&szlig;e,26.58,immoscout
2500,127,10245,Stralauer Allee,19.69,immoscout
1700.14,128,12555,Ottomar Geschke Strasse,13.28,immoscout
1142.87,99,12555,Ottomar Geschke Strasse,11.54,immoscout
1550,85,14059,no_information,18.24,immoscout
1764.91,92.89,10117,Vo&szlig;str.,19.00,immoscout
530,35.81,13403,Kienhorststr.,14.80,immoscout
430,28,12487,Gro&szlig;-Berliner Damm,15.36,immoscout
900,38.35,10245,Stralauer Allee,23.47,immoscout
1279.76,75.28,10115,Boyenstra&szlig;e,17.00,immoscout
1550,80.95,10117,Charlottenstra&szlig;e,19.15,immoscout
4416.4,110.41,10115,Invalidenstrasse,40.00,immoscout
5540.64,131.92,10115,Invalidenstrasse,42.00,immoscout
5540.64,131.92,10115,Invalidenstrasse,42.00,immoscout
4416.4,110.41,10115,Invalidenstrasse,40.00,immoscout
4416.4,110.41,10115,Invalidenstrasse,40.00,immoscout
850,42,13359,koloniestrasse,20.24,immoscout
2593.4,129.67,10119,Brunnenstra&szlig;e,20.00,immoscout
465,19.5,13347,Gerichtstra&szlig;e,23.85,immoscout
1464.13,117.13,13593,Sandstra&szlig;e,12.50,immoscout
1014.3,57.96,10315,L&ouml;wenberger Stra&szlig;e,17.50,immoscout
1776.53,118.44,10315,L&ouml;wenberger Stra&szlig;e,15.00,immoscout
1412.95,97.45,10315,L&ouml;wenberger Stra&szlig;e,14.50,immoscout
399,11,12459,Ostendstra&szlig;e,36.27,immoscout
2200,124,10711,no_information,17.74,immoscout
534.93,59,13089,Treskowstra&szlig;e,9.07,immoscout
399,11,12459,Ostendstra&szlig;e,36.27,immoscout
399,11,12459,Ostendstra&szlig;e,36.27,immoscout
1299.9,54.05,10969,Zimmerstra&szlig;e,24.05,immoscout
1773.65,100.49,10557,Heidestra&szlig;e,17.65,immoscout
1766.18,91.04,10557,Heidestra&szlig;e,19.40,immoscout
1666.68,98.04,10557,Heidestra&szlig;e,17.00,immoscout
1745.5,130,13088,Piesporter Str.,13.43,immoscout
1169.14,82.05,10315,L&ouml;wenberger Stra&szlig;e,14.25,immoscout
1107.76,68.17,10315,L&ouml;wenberger Stra&szlig;e,16.25,immoscout
1771.67,98.7,10557,Heidestra&szlig;e,17.95,immoscout
1740.61,96.97,10557,Heidestra&szlig;e,17.95,immoscout
1346,69,10117,Sch&uuml;tzenstr.,19.51,immoscout
3300,152,14195,Clayallee,21.71,immoscout
1750,0,10785,Joseph-von-Eichendorff-Gasse 04/03,#DIV/0!,immoscout
2157.1,154.35,10585,Otto-Suhr-Allee,13.98,immoscout
1130.56,65.35,10557,Heidestra&szlig;e,17.30,immoscout
1718.24,96.26,10557,Heidestra&szlig;e,17.85,immoscout
1148.37,66.38,10557,Heidestra&szlig;e,17.30,immoscout
1750.81,96.73,10557,Heidestra&szlig;e,18.10,immoscout
1730.2,96.93,10557,Heidestra&szlig;e,17.85,immoscout
1335.48,107.25,13467,Drewitzer Stra&szlig;e,12.45,immoscout
2200,100.46,10711,Joachim-Friedrich-Str.,21.90,immoscout
2365,98,10789,Marburger Stra&szlig;e,24.13,immoscout
860,48,10247,Erich-Nehlhans Stra&szlig;e,17.92,immoscout
1397.4,76.57,10557,Heidestra&szlig;e,18.25,immoscout
3315,138,10117,Franz&ouml;sische Stra&szlig;e,24.02,immoscout
1560,80.9,10179,Stallschreiberstr.,19.28,immoscout
492,24,12489,Rudower Chaussee,20.50,immoscout
1150,90,13465,no_information,12.78,immoscout
1900,130,10997,Skalitzer Str.,14.62,immoscout
850,75,10247,Schreinerstra&szlig;e,11.33,immoscout
689.99,79,13089,Treskowstra&szlig;e,8.73,immoscout
1336.02,75.91,10115,Boyenstra&szlig;e,17.60,immoscout
2873.56,151,10439,"Isl&auml;ndische Stra&szlig;e, WE48, Turm",19.03,immoscout
2442.5,228.27,14199,Ruhlaer Str.,10.70,immoscout
1222,47,10711,Karlsruher Str.,26.00,immoscout
1854.81,92.05,10557,Heidestra&szlig;e,20.15,immoscout
2149.92,119.44,10557,Heidestra&szlig;e,18.00,immoscout
1543.56,81.67,10557,Heidestra&szlig;e,18.90,immoscout
2487.88,121.36,10557,Heidestra&szlig;e,20.50,immoscout
2990,120,10963,Gabriele-Tergit-Promenade,24.92,immoscout
1528.55,81.96,10557,Heidestra&szlig;e,18.65,immoscout
1583.5,86.06,10557,Heidestra&szlig;e,18.40,immoscout
610,61,13581,Klosterstra&szlig;e,10.00,immoscout
1030,81.5,12623,Briesener Weg,12.64,immoscout
1336.02,75.91,10115,Boyenstra&szlig;e,17.60,immoscout
478.98,30.47,14167,Teltower Damm,15.72,immoscout
545,23.16,10178,Alex-Wedding Stra&szlig;e,23.53,immoscout
1250,56.61,12589,Hubertusstr.,22.08,immoscout
2200,109,10245,no_information,20.18,immoscout
2442.88,111,10245,no_information,22.01,immoscout
2980,142,10245,no_information,20.99,immoscout
2200,107,10245,no_information,20.56,immoscout
2824.03,131,10245,Stralauer Allee,21.56,immoscout
2800,174.93,12589,Hubertusstr.,16.01,immoscout
1686.6,112.44,10785,Flottwellstr.,15.00,immoscout
1698,101.02,10785,Br&uuml;der-Grimm-Gasse,16.81,immoscout
1999,125.2,10179,Stallschreiberstra&szlig;e,15.97,immoscout
785.03,58.15,12489,Konrad-Zuse-Stra&szlig;e,13.50,immoscout
464.69,24.25,12459,Steffelbauer Str.,19.16,immoscout
1252,64.14,10557,Lehrter Stra&szlig;e,19.52,immoscout
1251.06,89.17,14167,Teltower Damm,14.03,immoscout
1045.66,74.53,14167,Teltower Damm,14.03,immoscout
2491,99.65,10405,Rykestra&szlig;e,25.00,immoscout
322.41,37.93,12629,Michendorfer Stra&szlig;e,8.50,immoscout
1614.62,84.98,10557,Heidestra&szlig;e,19.00,immoscout
1300,57,10119,no_information,22.81,immoscout
1349,51,14059,Rognitzstr.,26.45,immoscout
1099,43,14059,Rognitzstr.,25.56,immoscout
420,20.3,13089,Tino-Schwierzina-Str.,20.69,immoscout
1295,64,10963,Gabriele-Tergit Promenade,20.23,immoscout
1935,122,14193,Lynarstra&szlig;e,15.86,immoscout
2700,169.53,10629,Sybelstr.,15.93,immoscout
2780,173.79,10629,Sybelstr.,16.00,immoscout
1250,129.53,13088,Wanensteig,9.65,immoscout
868,65.54,13051,no_information,13.24,immoscout
2400,100,14199,no_information,24.00,immoscout
1836,153,10365,Im Lindenhof,12.00,immoscout
3440,176.5,10117,Dorotheenstrasse,19.49,immoscout
2457.8,122.89,12587,M&uuml;ggelseedamm,20.00,immoscout
1600,55,10587,no_information,29.09,immoscout
1680,75,10777,Geisbergstra&szlig;e,22.40,immoscout
598.9,59.89,12587,no_information,10.00,immoscout
950,67.86,12559,Geinsheimer Weg,14.00,immoscout
1632,136,10785,Genthiner Stra&szlig;e,12.00,immoscout
1640,102.41,14199,Hohenzollerndamm,16.01,immoscout
3670,153,14193,no_information,23.99,immoscout
1495.62,106.83,10117,Schumannstra&szlig;e,14.00,immoscout
1872.6,124.84,10117,Luisenstra&szlig;e,15.00,immoscout
1960.75,126.5,10117,Schumannstra&szlig;e,15.50,immoscout
1810,121.91,10625,Herderstr.,14.85,immoscout
1390,73.78,10117,no_information,18.84,immoscout
621.51,72,13089,Treskowstr.,8.63,immoscout
1250,87,12487,Johannes-Werner-Str.,14.37,immoscout
483.28,56,13507,Brunowstra&szlig;e,8.63,immoscout
2565,171,13086,Rennbahnstra&szlig;e,15.00,immoscout
3800,200,10787,no_information,19.00,immoscout
1440,80,12051,no_information,18.00,immoscout
1710,95,12051,Glasower Stra&szlig;e,18.00,immoscout
4400,123,10117,no_information,35.77,immoscout
717.27,77.88,12207,Morgensternstra&szlig;e,9.21,immoscout
5100,123,10117,no_information,41.46,immoscout
1199,52,10711,Westf&auml;lische Str.,23.06,immoscout
1390,55,10707,Kurf&uuml;rstendamm,25.27,immoscout
875,35,10707,Kurf&uuml;rstendamm,25.00,immoscout
1730,93,10785,Genthiner Str.,18.60,immoscout
1543.19,81.65,10557,Heidestra&szlig;e,18.90,immoscout
2131.92,101.52,10557,Heidestra&szlig;e,21.00,immoscout
2720,68,10117,no_information,40.00,immoscout
1095,68.63,10825,Kufsteiner Str.,15.96,immoscout
1444.64,99.63,10711,Damaschkestra&szlig;e,14.50,immoscout
1450,102,10117,Luisenstra&szlig;e,14.22,immoscout
2200,131.19,10787,Budapester Str.,16.77,immoscout
1854.81,92.05,10557,Heidestra&szlig;e,20.15,immoscout
1813.37,98.02,10557,Heidestra&szlig;e,18.50,immoscout
3582,199.07,14109,Am Grossen Wansee,17.99,immoscout
1602.13,91.55,10115,Habersaathstra&szlig;e,17.50,immoscout
1553.85,115.1,10115,Habersaathstra&szlig;e,13.50,immoscout
2058,117.6,10115,Habersaathstra&szlig;e,17.50,immoscout
2052.75,117.3,10115,Habersaathstra&szlig;e,17.50,immoscout
2135,123,12587,no_information,17.36,immoscout
1880.75,92.42,10557,Heidestra&szlig;e,20.35,immoscout
1103.3,64.9,10557,Melanchthonstr.,17.00,immoscout
5700,186,10669,no_information,30.65,immoscout
825,65.96,12489,Rudower Chaussee,12.51,immoscout
1625,65,10555,Bachstra&szlig;e,25.00,immoscout
1180,59,10555,Bachstra&szlig;e,20.00,immoscout
2490,170,10629,no_information,14.65,immoscout
4636.35,300,10719,no_information,15.45,immoscout
744,62,13597,Heidereuterstra&szlig;e,12.00,immoscout
1000,59,10709,no_information,16.95,immoscout
2265,141.49,14199,Hohenzollerndamm,16.01,immoscout
1805,112.71,14199,Hohenzollerndamm,16.01,immoscout
2135.49,101.69,10557,Heidestra&szlig;e,21.00,immoscout
2487.88,121.36,10557,Heidestra&szlig;e,20.50,immoscout
2259.45,121.15,10557,Heidestra&szlig;e,18.65,immoscout
1841.94,92.56,10557,Heidestra&szlig;e,19.90,immoscout
1576.88,85.7,10557,Heidestra&szlig;e,18.40,immoscout
1528.55,81.96,10557,Heidestra&szlig;e,18.65,immoscout
386,32.86,12357,Angelikaweg,11.75,immoscout
2275.82,122.29,10557,Heidestra&szlig;e,18.61,immoscout
1677.36,93.97,10557,Heidestra&szlig;e,17.85,immoscout
317.55,41.06,12055,no_information,7.73,immoscout
1105,55,12051,Glasower Stra&szlig;e,20.09,immoscout
1850,90.02,10969,Zimmerstra&szlig;e,20.55,immoscout
1749.98,80.98,10969,Zimmerstra&szlig;e,21.61,immoscout
309,30,12309,Alt-Lichtenrade,10.30,immoscout
1373,114.42,12555,Friedrichshagener Stra&szlig;e,12.00,immoscout
2149.92,119.44,10557,Heidestra&szlig;e,18.00,immoscout
1771.45,97.87,10557,Heidestra&szlig;e,18.10,immoscout
2200,121,10785,Derfflingerstra&szlig;e,18.18,immoscout
1529.44,81.57,10557,Heidestra&szlig;e,18.75,immoscout
2200,135,13053,no_information,16.30,immoscout
1600,80,10117,Neue Gr&uuml;nstra&szlig;e,20.00,immoscout
1290,80,10627,Kantstra&szlig;e,16.13,immoscout
1450,85,10627,Kantstra&szlig;e,17.06,immoscout
1872.39,108.86,10557,Heidestra&szlig;e,17.20,immoscout
1990,125.46,10785,Br&uuml;der-Grimm-Gasse,15.86,immoscout
1952.44,104.13,10557,Heidestra&szlig;e,18.75,immoscout
906,56.57,12347,B&uuml;rgerstr.,16.02,immoscout
1066,69.4,12357,no_information,15.36,immoscout
1999.19,101.43,10969,Zimmerstra&szlig;e,19.71,immoscout
1873.01,108.58,10557,Heidestra&szlig;e,17.25,immoscout
2162.91,111.49,10557,Heidestra&szlig;e,19.40,immoscout
2379.41,122.65,10557,Heidestra&szlig;e,19.40,immoscout
2394,133,13187,no_information,18.00,immoscout
1500,41,10179,k&ouml;penickerstrasse,36.59,immoscout
1050,42,10179,k&ouml;penickerstrasse,25.00,immoscout
950,27,10179,k&ouml;penickerstrasse,35.19,immoscout
1700,62,10179,k&ouml;penickerstra&szlig;e,27.42,immoscout
728.61,30.98,10179,Michaelkirchstra&szlig;e,23.52,immoscout
1400,90,10625,no_information,15.56,immoscout
840,89,13581,Seeburger Str.,9.44,immoscout
470,56.85,,,8.27,immonet
720,95.13,,,7.57,immonet
1870,75,,,24.93,immonet
1699.28,108.58,,,15.65,immonet
879,64,,,13.73,immonet
1119.04,69.94,,,16.00,immonet
656,52.5,,,12.50,immonet
3216.57,185.5,,,17.34,immonet
401.58,57.62,,,6.97,immonet
1875,126.78,,,14.79,immonet
1091.7,96.1,,,11.36,immonet
1100,53,,,20.75,immonet
1890,147.36,,,12.83,immonet
498.5,33.21,,,15.01,immonet
3181.1,212.1,,,15.00,immonet
735,59.37,,,12.38,immonet
2141.64,134.02,,,15.98,immonet
1353,123,,,11.00,immonet
1157.9,99.2,,,11.67,immonet
2485,99.39,,,25.00,immonet
420.4,42.4,,,9.92,immonet
699,70.28,,,9.95,immonet
2864.67,144.17,,,19.87,immonet
659.6,65.96,,,10.00,immonet
1123.2,35.1,,,32.00,immonet
1300,42.5,,,30.59,immonet
949,88.3,,,10.75,immonet
659,58.07,,,11.35,immonet
1005.35,101.55,,,9.90,immonet
629,54.8,,,11.48,immonet
415.5,42,,,9.89,immonet
1900,116,,,16.38,immonet
2900,132,,,21.97,immonet
850,95.95,,,8.86,immonet
852.93,66.9,,,12.75,immonet
1700,90,,,18.89,immonet
997.5,105,,,9.50,immonet
1020,29.13,,,35.02,immonet
1335.71,113.1,,,11.81,immonet
1400,74,,,18.92,immonet
2175,119.85,,,18.15,immonet
437.18,53.26,,,8.21,immonet
1450,88,,,16.48,immonet
1600,105,,,15.24,immonet
1000,53.7,,,18.62,immonet
599,53.74,,,11.15,immonet
1535,87.81,,,17.48,immonet
723.94,56.25,,,12.87,immonet
558.11,23.86,,,23.39,immonet
900,62,,,14.52,immonet
649,22.35,,,29.04,immonet
670,54.6,,,12.27,immonet
734.75,59.35,,,12.38,immonet
790.65,29.87,,,26.47,immonet
700,41,,,17.07,immonet
598,46.02,,,12.99,immonet
1568,98,,,16.00,immonet
430,58.55,,,7.34,immonet
900,91,,,9.89,immonet
600,67,,,8.96,immonet
1150,115,,,10.00,immonet
1677,140,,,11.98,immonet
994,83,,,11.98,immonet
254.34,39.13,,,6.50,immonet
352,57.7,,,6.10,immonet
1400,72.55,,,19.30,immonet
1650,103.33,,,15.97,immonet
901.77,66.29,,,13.60,immonet
950,80,,,11.88,immonet
726,65.76,,,11.04,immonet
3475,178.4,,,19.48,immonet
1136.68,72.4,,,15.70,immonet
1460.98,74.5,,,19.61,immonet
1484.18,98.43,,,15.08,immonet
1412.95,97.445,,,14.50,immonet
712.68,59.39,,,12.00,immonet
799,73.26,,,10.91,immonet
1150,81,,,14.20,immonet
987,93,,,10.61,immonet
687.22,60.23,,,11.41,immonet
750,50,,,15.00,immonet
699,57.35,,,12.19,immonet
791.22,29.76,,,26.59,immonet
1875,117.23,,,15.99,immonet
1350,104,,,12.98,immonet
1125,83.37,,,13.49,immonet
707,74.38,,,9.51,immonet
1249,43,,,29.05,immonet
1249,31.97,,,39.07,immonet
1330.44,53.23,,,24.99,immonet
9500,400,,,23.75,immonet
1542.87,91.57,,,16.85,immonet
1484.98,86.79,,,17.11,immonet
532.17,89.44,,,5.95,immonet
1567.43,129.54,,,12.10,immonet
644.1,64.41,,,10.00,immonet
499,37.1,,,13.45,immonet
550,20.5,,,26.83,immonet
2275,182,,,12.50,immonet
606,62.38,,,9.71,immonet
912.49,54.9,,,16.62,immonet
874.46,76,,,11.51,immonet
690.91,48,,,14.39,immonet
218.41,36.29,,,6.02,immonet
2815,102.36,,,27.50,immonet
2440,130,,,18.77,immonet
520,58,,,8.97,immonet
2305.02,171.76,,,13.42,immonet
540,20.5,,,26.34,immonet
1450,1,,,1450.00,immonet
1496.06,90.67,,,16.50,immonet
1190,85.27,,,13.96,immonet
449,33.54,,,13.39,immonet
1559.01,102.23,,,15.25,immonet
1654.15,95.23,,,17.37,immonet
1480,102.56,,,14.43,immonet
5700,186,,,30.65,immonet
1199,93.93,,,12.76,immonet
848.34,60.38,,,14.05,immonet
955,56,,,17.05,immonet
1646.09,94.17,,,17.48,immonet
578.16,72.27,,,8.00,immonet
1719.32,99.44,,,17.29,immonet
1158.95,89.15,,,13.00,immonet
1550,77.79,,,19.93,immonet
1196.62,157.45,,,7.60,immonet
2146.38,122.65,,,17.50,immonet
1149,31.9,,,36.02,immonet
719,73.97,,,9.72,immonet
800,75,,,10.67,immonet
1553.89,88,,,17.66,immonet
1460,64.86,,,22.51,immonet
1907.17,98.67,,,19.33,immonet
1250,78,,,16.03,immonet
1270,79.2,,,16.04,immonet
1419,129,,,11.00,immonet
1210,115.39,,,10.49,immonet
259.94,30.59,,,8.50,immonet
1650,126.7,,,13.02,immonet
1941.94,122.83,,,15.81,immonet
903,64.5,,,14.00,immonet
1270,43.71,,,29.06,immonet
1663.47,98.43,,,16.90,immonet
1584,91.84,,,17.25,immonet
950,47.63,,,19.95,immonet
640,54.12,,,11.83,immonet
746.1,49.74,,,15.00,immonet
3265.42,143.54,,,22.75,immonet
1800,96.6,,,18.63,immonet
1901.5,86.42,,,22.00,immonet
1590,86.55,,,18.37,immonet
1545,91.86,,,16.82,immonet
584.4,59.03,,,9.90,immonet
949,29.95,,,31.69,immonet
1019.16,85,,,11.99,immonet
990,90,,,11.00,immonet
1840,108,,,17.04,immonet
268,15,,,17.87,immonet
902.48,66.85,,,13.50,immonet
649,70.68,,,9.18,immonet
